id,name,icon,day_times_limit,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,battle_pttid,battle_drop_pttid,show_win_conditions,plot_pttid,huanzhuang_pttid,desc,sweep_conditions.conditions.type,sweep_conditions.conditions.arg
10069,第九关,,3,PASS_ADVENTURE,10068,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10056,12001,1,,,阿紫会鼓舞队友，增加队友的攻击力，优先集火或者控制她！,VIP_LEVEL_GE,7
10070,第十关,,,PASS_ADVENTURE,10069,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500220,,,,
10071,第十一关,,99,PASS_ADVENTURE,10070,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,225,1,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10057,10101,1,,,血刃刀客，刀刃饮血，方能修得不坏金身。慎重选择武功卓越、伤害较高的伙伴，便可轻松制敌。,VIP_LEVEL_GE,7
10072,第十二关,,99,PASS_ADVENTURE,10071,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,225,1,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10058,10101,1,,,血刃刀客，刀刃饮血，方能修得不坏金身。慎重选择武功卓越、伤害较高的伙伴，便可轻松制敌。,VIP_LEVEL_GE,7
10073,第十三关,,99,PASS_ADVENTURE,10072,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,225,1,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10059,10101,1,,,血刃刀客，刀刃饮血，方能修得不坏金身。慎重选择武功卓越、伤害较高的伙伴，便可轻松制敌。,VIP_LEVEL_GE,7
10074,第十四关,,3,PASS_ADVENTURE,10073,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10060,11101,1,,,于音能够治疗横排队友，并能够对对位目标造成法术伤害。,VIP_LEVEL_GE,7
10075,第十五关,,,PASS_ADVENTURE,10074,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500230,,,,
10076,第十六关,,99,PASS_ADVENTURE,10075,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,227,1,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10061,10101,1,,,隐匿黑衣人擅长潜行，将自己融入黑夜之中，从而闪避受到的攻击。提高命中是对付他的最佳手段。,VIP_LEVEL_GE,7
10077,第十七关,,99,PASS_ADVENTURE,10076,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,227,1,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10062,10101,1,,,隐匿黑衣人擅长潜行，将自己融入黑夜之中，从而闪避受到的攻击。提高命中是对付他的最佳手段。,VIP_LEVEL_GE,7
10078,第十八关,,99,PASS_ADVENTURE,10077,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,227,1,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10063,10101,1,,,隐匿黑衣人擅长潜行，将自己融入黑夜之中，从而闪避受到的攻击。提高命中是对付他的最佳手段。,VIP_LEVEL_GE,7
10079,第十九关,,3,PASS_ADVENTURE,10078,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10064,12101,1,,,白法师的技能会点燃敌方，造成持续伤害。,VIP_LEVEL_GE,7
10080,第二十关,,,PASS_ADVENTURE,10079,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500240,,,,
10081,第二十一关,,99,PASS_ADVENTURE,10080,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,225,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10065,10201,1,,,死士刺客是被豢养的最忠诚的死士，不惧死亡，以身殉道。最好将他留到最后进行攻击，防止被其一招拿下。,VIP_LEVEL_GE,7
10082,第二十二关,,99,PASS_ADVENTURE,10081,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,225,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10066,10201,1,,,死士刺客是被豢养的最忠诚的死士，不惧死亡，以身殉道。最好将他留到最后进行攻击，防止被其一招拿下。,VIP_LEVEL_GE,7
10083,第二十三关,,99,PASS_ADVENTURE,10082,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,225,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10067,10201,1,,,死士刺客是被豢养的最忠诚的死士，不惧死亡，以身殉道。最好将他留到最后进行攻击，防止被其一招拿下。,VIP_LEVEL_GE,7
10084,第二十四关,,3,PASS_ADVENTURE,10083,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10068,11201,1,,,风阡陌拥有高额的单体物理伤害能力。,VIP_LEVEL_GE,7
10085,第二十五关,,,PASS_ADVENTURE,10084,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500250,,,,
10086,第二十六关,,99,PASS_ADVENTURE,10085,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,227,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10069,10201,1,,,孤影刺客修习绝世武学，擅长一招制敌，形影诡谲，宛若孤鸿。上阵高抗暴的伙伴，优先集火此人。,VIP_LEVEL_GE,7
10087,第二十七关,,99,PASS_ADVENTURE,10086,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,227,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10070,10201,1,,,孤影刺客修习绝世武学，擅长一招制敌，形影诡谲，宛若孤鸿。上阵高抗暴的伙伴，优先集火此人。,VIP_LEVEL_GE,7
10088,第二十八关,,99,PASS_ADVENTURE,10087,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,227,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10071,10201,1,,,孤影刺客修习绝世武学，擅长一招制敌，形影诡谲，宛若孤鸿。上阵高抗暴的伙伴，优先集火此人。,VIP_LEVEL_GE,7
10089,第二十九关,,3,PASS_ADVENTURE,10088,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10072,12201,1,,,红罗对敌人的数量从不惧怕，敌人数目越多，红罗的伤害便越高。,VIP_LEVEL_GE,7
10090,第三十关,,,PASS_ADVENTURE,10089,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500260,,,,
10091,第一关,,99,LEVEL_GE,75,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10073,10006,1,,,妖艳舞姬，轻舞一曲销魂歌，若不在了则会使观众们血气大增。让她继续舞蹈使观众沉迷其中，留到最后一击必杀。,VIP_LEVEL_GE,7
10092,第二关,,99,PASS_ADVENTURE,10091,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10074,10006,1,,,妖艳舞姬，轻舞一曲销魂歌，若不在了则会使观众们血气大增。让她继续舞蹈使观众沉迷其中，留到最后一击必杀。,VIP_LEVEL_GE,7
10093,第三关,,99,PASS_ADVENTURE,10092,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10075,10006,1,,,妖艳舞姬，轻舞一曲销魂歌，若不在了则会使观众们血气大增。让她继续舞蹈使观众沉迷其中，留到最后一击必杀。,VIP_LEVEL_GE,7
10094,第四关,,3,PASS_ADVENTURE,10093,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10076,11006,1,,,吕蝉的咫尺天涯，能够使竖排敌人受到高额的法术伤害。,VIP_LEVEL_GE,7
10095,第五关,,,PASS_ADVENTURE,10094,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500710,,,,
10096,第六关,,99,PASS_ADVENTURE,10095,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10077,10006,1,,,阴狠公公慵懒的双眸之下泄露着精光，若受到伤害，手下便会要你加倍偿还。不要打草精蛇，将他留到最后孤立无援，再一举拿下。,VIP_LEVEL_GE,7
10097,第七关,,99,PASS_ADVENTURE,10096,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10078,10006,1,,,阴狠公公慵懒的双眸之下泄露着精光，若受到伤害，手下便会要你加倍偿还。不要打草精蛇，将他留到最后孤立无援，再一举拿下。,VIP_LEVEL_GE,7
10098,第八关,,99,PASS_ADVENTURE,10097,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10079,10006,1,,,阴狠公公慵懒的双眸之下泄露着精光，若受到伤害，手下便会要你加倍偿还。不要打草精蛇，将他留到最后孤立无援，再一举拿下。,VIP_LEVEL_GE,7
10099,第九关,,3,PASS_ADVENTURE,10098,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10080,12006,1,,,苏余音的破风技能，不仅能使敌人受到物理伤害，还能使敌人受到眩晕。,VIP_LEVEL_GE,7
10100,第十关,,,PASS_ADVENTURE,10099,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500720,,,,
10101,第十一关,,99,PASS_ADVENTURE,10100,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10081,10106,1,,,魔音琴师弹起魔琴，声声弦鸣可对我方造成眩晕效果。控制或着集火攻击他，不给他留拨弦的机会。,VIP_LEVEL_GE,7
10102,第十二关,,99,PASS_ADVENTURE,10101,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10082,10106,1,,,魔音琴师弹起魔琴，声声弦鸣可对我方造成眩晕效果。控制或着集火攻击他，不给他留拨弦的机会。,VIP_LEVEL_GE,7
10103,第十三关,,99,PASS_ADVENTURE,10102,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10083,10106,1,,,魔音琴师弹起魔琴，声声弦鸣可对我方造成眩晕效果。控制或着集火攻击他，不给他留拨弦的机会。,VIP_LEVEL_GE,7
10104,第十四关,,3,PASS_ADVENTURE,10103,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10084,11106,1,,,欧阳岚的残泉回春技能，能够降低指定敌人的输出能力。,VIP_LEVEL_GE,7
10105,第十五关,,,PASS_ADVENTURE,10104,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500730,,,,
10106,第十六关,,99,PASS_ADVENTURE,10105,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10085,10106,1,,,魔音琴师弹起魔琴，声声弦鸣可对我方造成眩晕效果。控制或着集火攻击他，不给他留拨弦的机会。,VIP_LEVEL_GE,7
10107,第十七关,,99,PASS_ADVENTURE,10106,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10086,10106,1,,,魔音琴师弹起魔琴，声声弦鸣可对我方造成眩晕效果。控制或着集火攻击他，不给他留拨弦的机会。,VIP_LEVEL_GE,7
10108,第十八关,,99,PASS_ADVENTURE,10107,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10087,10106,1,,,魔音琴师弹起魔琴，声声弦鸣可对我方造成眩晕效果。控制或着集火攻击他，不给他留拨弦的机会。,VIP_LEVEL_GE,7
10109,第十九关,,3,PASS_ADVENTURE,10108,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10088,12106,1,,,欧阳雅能够对单个敌人造成高额的伤害。,VIP_LEVEL_GE,7
10110,第二十关,,,PASS_ADVENTURE,10109,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500740,,,,
10111,第二十一关,,99,PASS_ADVENTURE,10110,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10089,10206,1,,,贵妃擅长削弱敌人，大幅降低对手的攻击力。不要让她存活太久，控制或者秒杀她。,VIP_LEVEL_GE,7
10112,第二十二关,,99,PASS_ADVENTURE,10111,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10090,10206,1,,,贵妃擅长削弱敌人，大幅降低对手的攻击力。不要让她存活太久，控制或者秒杀她。,VIP_LEVEL_GE,7
10113,第二十三关,,99,PASS_ADVENTURE,10112,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10091,10206,1,,,贵妃擅长削弱敌人，大幅降低对手的攻击力。不要让她存活太久，控制或者秒杀她。,VIP_LEVEL_GE,7
10114,第二十四关,,3,PASS_ADVENTURE,10113,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10092,11206,1,,,静妃能够对十字范围的敌人造成法术伤害，并且有几率驱散敌方单位的所有增益状态。,VIP_LEVEL_GE,7
10115,第二十五关,,,PASS_ADVENTURE,10114,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500750,,,,
10116,第二十六关,,99,PASS_ADVENTURE,10115,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10093,10206,1,,,当护法天师存活时，玩家无法对其他人造成高额伤害。不要让他存活太久，率先集火攻击他。,VIP_LEVEL_GE,7
10117,第二十七关,,99,PASS_ADVENTURE,10116,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10094,10206,1,,,当护法天师存活时，玩家无法对其他人造成高额伤害。不要让他存活太久，率先集火攻击他。,VIP_LEVEL_GE,7
10118,第二十八关,,99,PASS_ADVENTURE,10117,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,212,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10095,10206,1,,,当护法天师存活时，玩家无法对其他人造成高额伤害。不要让他存活太久，率先集火攻击他。,VIP_LEVEL_GE,7
