id,delay,content,responses.content,responses.next_messages,responses.content,responses.next_messages,responses.content,responses.next_messages
5103,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5104,1.5,这么兴师动众，让我受宠若惊啊。#我喜欢吃什么？我想想……佛跳墙，荷包里脊，烧鹿筋，都不错。,……殿下是不是故意刁难我？,5105,宫廷菜，我做不来啊……,5109,我的手腕刚刚扭了一下，没法下厨了，换个回礼吧。,5113
5105,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5106,真的吗？小女可只会做些粗茶淡饭。,5107,……这种话，会让人误会的。,5108
5106,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5107,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5108,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5109,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5110,真的吗？小女可只会做些粗茶淡饭。,5111,……这种话，会让人误会的。,5112
5110,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5111,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5112,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5113,1.5,逗你的，其实只要是你做的，我都爱吃。,说晚啦，我已经改变主意了！,5114,真的吗？小女可只会做些粗茶淡饭。,5115,……这种话，会让人误会的。,5116
5114,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5115,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5116,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5117,1.5,回礼这么快就到了吗？#听你这么问，莫不是要给我亲自下厨？,当然了，若是买来的点心，怎够作为给殿下的回礼呢。,5118,我想凭殿下的身份，想吃什么山珍海味都是很简单的事情。#因而我想自己亲手做，会有诚意一些。,5131,其实我自己也会做一些，想让殿下尝尝手艺。,5144
5118,1.5,这么兴师动众，让我受宠若惊啊。#我喜欢吃什么？我想想……佛跳墙，荷包里脊，烧鹿筋，都不错。,……殿下是不是故意刁难我？,5119,宫廷菜，我做不来啊……,5123,我的手腕刚刚扭了一下，没法下厨了，换个回礼吧。,5127
5119,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5120,真的吗？在下可只会做些粗茶淡饭。,5121,……这种话，还是说给小姑娘听去吧。,5122
5120,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5121,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5122,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5123,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5124,真的吗？在下可只会做些粗茶淡饭。,5125,……这种话，还是说给小姑娘听去吧。,5126
5124,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5125,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5126,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5127,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5128,真的吗？在下可只会做些粗茶淡饭。,5129,……这种话，还是说给小姑娘听去吧。,5130
5128,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5129,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5130,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5131,1.5,这么兴师动众，让我受宠若惊啊。#我喜欢吃什么？我想想……佛跳墙，荷包里脊，烧鹿筋，都不错。,……殿下是不是故意刁难我？,5132,宫廷菜，我做不来啊……,5136,我的手腕刚刚扭了一下，没法下厨了，换个回礼吧。,5140
5132,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5133,真的吗？在下可只会做些粗茶淡饭。,5134,……这种话，还是说给小姑娘听去吧。,5135
5133,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5134,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5135,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5136,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5137,真的吗？在下可只会做些粗茶淡饭。,5138,……这种话，还是说给小姑娘听去吧。,5139
5137,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5138,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5139,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5140,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5141,真的吗？在下可只会做些粗茶淡饭。,5142,……这种话，还是说给小姑娘听去吧。,5143
5141,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5142,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5143,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5144,1.5,这么兴师动众，让我受宠若惊啊。#我喜欢吃什么？我想想……佛跳墙，荷包里脊，烧鹿筋，都不错。,……你是不是故意刁难我？,5145,宫廷菜，我做不来啊……,5149,我的手腕刚刚扭了一下，没法下厨了，换个回礼吧。,5153
5145,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5146,真的吗？在下可只会做些粗茶淡饭。,5147,……这种话，还是说给小姑娘听去吧。,5148
5146,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5147,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5148,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5149,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5150,真的吗？在下可只会做些粗茶淡饭。,5151,……这种话，还是说给小姑娘听去吧。,5152
5150,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5151,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5152,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5153,1.5,逗你的，我不挑嘴，什么都可以。,说晚啦，我已经改变主意了！,5154,真的吗？在下可只会做些粗茶淡饭。,5155,……这种话，还是说给小姑娘听去吧。,5156
5154,1.5,别别，错过这次机会恐怕我就再吃不到你做的了。,,,,,,
5155,1.5,我在宫里长大，倒是很少吃到寻常人家的饭菜呢。,,,,,,
5156,1.5,我……我可没有别的什么意思，不过我很期待，你亲手做的饭菜。,,,,,,
5157,1.5,我托人送去的鱼粮你收到了吗？,没想到殿下还记着这件小事。,5158,收到了，已经喂了一些了，它们俩都很喜欢的样子。,5171,殿下怎么想起来送鱼粮跟我了呢？,5184
5158,1.5,怎么可能会不记得呢？虽然不能日日见到，但我想至少跟你一起养他们。,只是两条小金鱼而已，又不是小娃娃，还要那么多人关照。,5159,谢谢殿下了，我没有养过，没什么经验。,5163,你看来也很喜欢？不如我送给殿下一条？,5167
5159,1.5,你又不懂怎么养鱼，我若是不教你，被你养坏了怎么办？,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5160,说起来今日倒是被那小贩揶揄了。,5161,那还得仰仗殿下好好教我了。,5162
5160,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5161,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5162,1.5,我会时常去看它们的。,,,,,,
5163,1.5,没关系的，我平时喜欢这些新鲜玩意儿，很有经验的。,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5164,说起来今日倒是被那小贩揶揄了。,5165,那还得仰仗殿下好好教我了。,5166
5164,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5165,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5166,1.5,嗯，我会时常去看它们的。,,,,,,
5167,1.5,那怎么能行？你忍心拆散它们，棒打鸳鸯吗？,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5168,说起来今日倒是被那小贩揶揄了。,5169,那还得仰仗殿下好好教我了，要不然被我养死了它们就要生死分离了。,5170
5168,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5169,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5170,1.5,这可使不得，我会时常去看它们的。,,,,,,
5171,1.5,你要注意不要喂太多，当心撑坏了。#虽然不能日日见到，但我想至少跟你一起养他们。,只是两条小金鱼而已，又不是小娃娃，还要那么多人关照。,5172,谢谢殿下了，我没有养过，没什么经验。,5176,你看来也很喜欢？不如我送给殿下一条？,5180
5172,1.5,你又不懂怎么养鱼，我若是不教你，被你养坏了怎么办？,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5173,说起来今日倒是被那小贩揶揄了。,5174,那还得仰仗殿下好好教我了。,5175
5173,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5174,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5175,1.5,我会时常去看它们的。,,,,,,
5176,1.5,没关系的，我平时喜欢这些新鲜玩意儿，很有经验的。,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5177,说起来今日倒是被那小贩揶揄了。,5178,那还得仰仗殿下好好教我了。,5179
5177,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5178,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5179,1.5,嗯，我会时常去看它们的。,,,,,,
5180,1.5,那怎么能行？你忍心拆散它们，棒打鸳鸯吗？,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5181,说起来今日倒是被那小贩揶揄了。,5182,那还得仰仗殿下好好教我了，要不然被我养死了它们就要生死分离了。,5183
5181,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5182,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5183,1.5,这可使不得，我会时常去看它们的。,,,,,,
5184,1.5,虽然不能日日见到，但我想至少跟你一起养他们。,只是两条小金鱼而已，又不是小娃娃，还要那么多人关照。,5185,谢谢殿下了，我没有养过，没什么经验。,5189,你看来也很喜欢？不如我送给殿下一条？,5193
5185,1.5,你又不懂怎么养鱼，我若是不教你，被你养坏了怎么办？,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5186,说起来今日倒是被那小贩揶揄了。,5187,那还得仰仗殿下好好教我了。,5188
5186,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5187,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5188,1.5,我会时常去看它们的。,,,,,,
5189,1.5,没关系的，我平时喜欢这些新鲜玩意儿，很有经验的。,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5190,说起来今日倒是被那小贩揶揄了。,5191,那还得仰仗殿下好好教我了。,5192
5190,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5191,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5192,1.5,嗯，我会时常去看它们的。,,,,,,
5193,1.5,那怎么能行？你忍心拆散它们，棒打鸳鸯吗？,对了，今日殿下怎么不说那小贩？我们明明不是那种关系……,5194,说起来今日倒是被那小贩揶揄了。,5195,那还得仰仗殿下好好教我了，要不然被我养死了它们就要生死分离了。,5196
5194,1.5,虽说是误会，但说不定未来会成真呢？,,,,,,
5195,1.5,那又如何，虽说我们的确不是他说的那种关系，但说不定往后会成真呢？,,,,,,
5196,1.5,这可使不得，我会时常去看它们的。,,,,,,
5197,1.5,我托人送去的鱼粮你收到了吗？,没想到殿下还记着这件小事。,5198,收到了，已经喂了一些了，它们俩都很喜欢的样子。,5211,殿下怎么想起来送鱼粮跟我了呢？,5224
5198,1.5,怎么可能会不记得？这也是我第一次养金鱼呢。,只是两条小金鱼而已，又不是小娃娃，还要那么多人关照。,5199,谢谢殿下了，我也没养过，没什么经验。,5203,你看来也很喜欢？不如我送给殿下一条？,5207
